_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_འགྲོ་_[100]   _འགྲོ་_100   _འགྲོ་_100   _འགྲོ་_100   _འགྲོ་_100   _འགྲོ་_100
_བ་_[100]   _བ་_100   _བ་_100   _བ་_100   _བ་_100   _བ་_100
_ཐུགས་_[100]   _ཐུགས་_100   _ཐུགས་_100   _ཐུགས་_100   _ཐུགས་_100   _ཐུགས་_100
_རྗེས་_[100]   _རྗེས་_100   _རྗེས་_100   _རྗེས་_100   _རྗེས་_100   _རྗེས་_100
_གདུལ་_[100]   _གདུལ་_100   _གདུལ་_100   _གདུལ་_100   _གདུལ་_100   _གདུལ་_100
_སླད་_[100]   _སླད་_100   _སླད་_100   _སླད་_100   _སླད་_100   _སླད་_100
_དུ_[100]   _དུ_100   _དུ_100   _དུ_100   _དུ_100   _དུ_100
_། །\n_[75]   _། །\n_75   _། །\n_75   _།\n_75   _།\n_75   _།\n_75
_ཆོས་_[100]   _ཆོས་_100   _ཆོས་_100   _ཆོས་_100   _ཆོས་_100   _ཆོས་_100
_ཀྱི་_[100]   _ཀྱི་_100   _ཀྱི་_100   _ཀྱི་_100   _ཀྱི་_100   _ཀྱི་_100
_འཁོར་_[100]   _འཁོར་_100   _འཁོར་_100   _འཁོར་_100   _འཁོར་_100   _འཁོར་_100
_ལོ་_[100]   _ལོ་_100   _ལོ་_100   _ལོ་_100   _ལོ་_100   _ལོ་_100
_བསྐོར་_[100]   _བསྐོར་_100   _བསྐོར་_100   _བསྐོར་_100   _བསྐོར་_100   _བསྐོར་_100
_བ་_[100]   _བ་_100   _བ་_100   _བ་_100   _བ་_100   _བ་_100
_ལ_[100]   _ལ_100   _ལ_100   _ལ_100   _ལ_100   _ལ_100
_། །_[91]   _། །_91   _། །_91   _། །_91   _། །_91   _། ། _58
_ཚངས་_[100]   _ཚངས་_100   _ཚངས་_100   _ཚངས་_100   _ཚངས་_100   _ཚངས་_100
_པ་_[100]   _པ་_100   _པ་_100   _པ་_100   _པ་_100   _པ་_100
_བཞིན་_[100]   _བཞིན་_100   _བཞིན་_100   _བཞིན་_100   _བཞིན་_100   _བཞིན་_100
_དུ་_[100]   _དུ་_100   _དུ་_100   _དུ་_100   _དུ་_100   _དུ་_100
_གསོལ་_[100]   _གསོལ་_100   _གསོལ་_100   _གསོལ་_100   _གསོལ་_100   _གསོལ་_100
_བ་_[100]   _བ་_100   _བ་_100   _བ་_100   _བ་_100   _བ་_100
_འདེབས_[100]   _འདེབས_100   _འདེབས_100   _འདེབས_100   _འདེབས_100   _འདེབས_100
_། །\n_[75]   _། །\n_75   _། །\n_75   _།\n_75   _།\n_75   _།\n_75
_ཡོངས་_[100]   _ཡོངས་_100   _ཡོངས་_100   _ཡོངས་_100   _ཡོངས་_100   _ཡོངས་_100
_སུ་_[100]   _སུ་_100   _སུ་_100   _སུ་_100   _སུ་_100   _སུ་_100
_མྱ་_[100]   _མྱ་_100   _མྱ་_100   _མྱ་_100   _མྱ་_100   _མྱ་_100
_ངན་_[100]   _ངན་_100   _ངན་_100   _ངན་_100   _ངན་_100   _ངན་_100
_འདའ་_[100]   _འདའ་_100   _འདའ་_100   _འདའ་_100   _འདའ་_100   _འདའ་_100
_བཞེད་_[100]   _བཞེད་_100   _བཞེད་_100   _བཞེད་_100   _བཞེད་_100   _བཞེད་_100
_ལ_[100]   _ལ_100   _ལ_100   _ལ_100   _ལ_100   _ལ_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_འགྲོ་_[100]   _འགྲོ་_100   _འགྲོ་_100   _འགྲོ་_100   _འགྲོ་_100   _འགྲོ་_100
_ཀུན་_[100]   _ཀུན་_100   _ཀུན་_100   _ཀུན་_100   _ཀུན་_100   _ཀུན་_100
_ཡུན་_[100]   _ཡུན་_100   _ཡུན་_100   _ཡུན་_100   _ཡུན་_100   _ཡུན་_100
_དུ་_[100]   _དུ་_100   _དུ་_100   _དུ་_100   _དུ་_100   _དུ་_100
_བདེ་_[100]   _བདེ་_100   _བདེ་_100   _བདེ་_100   _བདེ་_100   _བདེ་_100
_བའི་_[100]   _བའི་_100   _བའི་_100   _བའི་_100   _བའི་_100   _བའི་_100
_ཕྱིར_[100]   _ཕྱིར_100   _ཕྱིར_100   _ཕྱིར_100   _ཕྱིར_100   _ཕྱིར_100
_། །_[91]   _། །_91   _། །_91   _། །_91   _། །_91   __16
_ཇི་་\n_[83]   _ཇི་་\n_83   _ཇི་\n_58   _ཇི་་\n_83   _ཇི་་\n_83   _།\n_58
_སྲིད་_[100]   _སྲིད་_100   _སྲིད་_100   _སྲིད་_100   _སྲིད་_100   _སྲིད་_100
_འཚོ་_[100]   _འཚོ་_100   _འཚོ་_100   _འཚོ་_100   _འཚོ་_100   _འཚོ་_100
_བ་_[100]   _བ་_100   _བ་_100   _བ་_100   _བ་_100   _བ་_100
_དེ་_[100]   _དེ་_100   _དེ་_100   _དེ་_100   _དེ་_100   _དེ་_100
_སྲིད་_[100]   _སྲིད་_100   _སྲིད་_100   _སྲིད་_100   _སྲིད་_100   _སྲིད་_100
_དུ_[100]   _དུ_100   _དུ_100   _དུ_100   _དུ_100   _དུ_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_མྱ་_[100]   _མྱ་_100   _མྱ་_100   _མྱ་_100   _མྱ་_100   _མྱ་_100
_ངན་_[100]   _ངན་_100   _ངན་_100   _ངན་_100   _ངན་_100   _ངན་_100
_མི་_[91]   _མི་_91   _མཱི་_40   _མི་_91   _མི་_91   _མི་_91
_འདའ་_[100]   _འདའ་_100   _འདའ་_100   _འདའ་_100   _འདའ་_100   _འདའ་_100
_བཞུགས་_[100]   _བཞུགས་_100   _བཞུགས་_100   _བཞུགས་_100   _བཞུགས་_100   _བཞུགས་_100
_སུ་_[100]   _སུ་_100   _སུ་_100   _སུ་_100   _སུ་_100   _སུ་_100
_གསོལ_[100]   _གསོལ_100   _གསོལ_100   _གསོལ_100   _གསོལ_100   _གསོལ_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
__[83]   _ལ _58   __83   __83   __83   __83
__[83]   _།_58   __83   __83   __83   __83
_ཇི་_[100]   _ཇི་_100   _ཇི་_100   _ཇི་_100   _ཇི་_100   _ཇི་_100
_སྲིད་་_[83]   _སྲིད་་_83   _སྲིད་་\n_58   _སྲིད་་_83   _སྲིད_58   _སྲིད་་_83
__[83]   __83   _ེ_58   __83   __83   __83
__[83]   _ལ་\n_58   __83   __83   __83   __83
__[83]   _མི་_58   __83   __83   __83   __83
__[83]   _བསྟན་_58   __83   __83   __83   __83
__[83]   _འགྱུར_58   __83   __83   __83   __83
__[83]   _། _58   __83   __83   __83   __83
__[83]   _རྒྱུད_58   __83   __83   __83   __83
__[66]   _། _58   __66   __66   _ \n\n _58   __66
__33   _དུ\n་_58   __33   _བསྟན་_[75]   _བསྟན་_75   _བསྟན་_75
__33   _ཁ་_58   __33   _འགྱུར_[75]   _འགྱུར_75   _འགྱུར_75
__33   _པ་ _58   __33   _། _[75]   _། _75   _། _75
__33   _ཆེན་\n_58   __33   _རྒྱུད \n_[75]   _རྒྱུད \n_75   _རྒྱུད \n_75
_འཁོར་_[100]   _འཁོར་_100   _འཁོར་_100   _འཁོར་_100   _འཁོར་_100   _འཁོར་_100
_བ་_[100]   _བ་_100   _བ་_100   _བ་_100   _བ་_100   _བ་_100
_གནས་_[100]   _གནས་_100   _གནས་_100   _གནས་_100   _གནས་_100   _གནས་_100
_པར་_[100]   _པར་_100   _པར་_100   _པར་_100   _པར་_100   _པར་_100
_དུ_[100]   _དུ_100   _དུ_100   _དུ_100   _དུ_100   _དུ_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_བདག་_[100]   _བདག་_100   _བདག་_100   _བདག་_100   _བདག་_100   _བདག་_100
_གི་_[100]   _གི་_100   _གི་_100   _གི་_100   _གི་_100   _གི་_100
_དགེ་_[100]   _དགེ་_100   _དགེ་_100   _དགེ་_100   _དགེ་_100   _དགེ་_100
_བ་_[100]   _བ་_100   _བ་_100   _བ་_100   _བ་_100   _བ་_100
_དེ་_[100]   _དེ་_100   _དེ་_100   _དེ་_100   _དེ་_100   _དེ་_100
_བཞིན་_[100]   _བཞིན་_100   _བཞིན་_100   _བཞིན་_100   _བཞིན་_100   _བཞིན་_100
_དུ_[100]   _དུ_100   _དུ_100   _དུ_100   _དུ_100   _དུ_100
_། །_[91]   _། ། །_58   _། །_91   _། །_91   _། །_91   _། །_91
_ཀུན་_[100]   _ཀུན་_100   _ཀུན་_100   _ཀུན་_100   _ཀུན་_100   _ཀུན་_100
_ནས་_[100]   _ནས་_100   _ནས་_100   _ནས་_100   _ནས་_100   _ནས་_100
_ཟད་\n_[100]   _ཟད་\n_100   _ཟད་\n_100   _ཟད་\n_100   _ཟད་\n_100   _ཟད་\n_100
_པར་_[100]   _པར་_100   _པར་_100   _པར་_100   _པར་_100   _པར་_100
_མ་_[100]   _མ་_100   _མ་_100   _མ་_100   _མ་_100   _མ་_100
_གྱུར་_[100]   _གྱུར་_100   _གྱུར་_100   _གྱུར་_100   _གྱུར་_100   _གྱུར་_100
_པར_[100]   _པར_100   _པར_100   _པར_100   _པར_100   _པར_100
_། །_[91]   _། ། །_58   _། །_91   _། །_91   _། །_91   _། །_91
_སེམས་_[100]   _སེམས་_100   _སེམས་_100   _སེམས་_100   _སེམས་_100   _སེམས་_100
_ཅན་_[100]   _ཅན་_100   _ཅན་_100   _ཅན་_100   _ཅན་_100   _ཅན་_100
_ཡོངས་_[100]   _ཡོངས་_100   _ཡོངས་_100   _ཡོངས་_100   _ཡོངས་_100   _ཡོངས་_100
_སུ་_[100]   _སུ་_100   _སུ་_100   _སུ་_100   _སུ་_100   _སུ་_100
_སྨིན་_[100]   _སྨིན་_100   _སྨིན་_100   _སྨིན་_100   _སྨིན་_100   _སྨིན་_100
_པར་_[100]   _པར་_100   _པར་_100   _པར་_100   _པར་_100   _པར་_100
_ཤོག _[100]   _ཤོག _100   _ཤོག _100   _ཤོག _100   _ཤོག _100   _ཤོག _100
_།_[100]   _།_100   _།_100   _།_100   _།_100   _།_100
_དཀོན་_[100]   _དཀོན་_100   _དཀོན་_100   _དཀོན་_100   _དཀོན་_100   _དཀོན་_100
_མཆོག་་་\n་_58   _མཆོག་་་\n_58   _མཆོག་་་་\n_[75]   _མཆོག་་་་\n_75   _མཆོག་་་་\n_75   _མཆོག་་་་་\n_58
_གསུམ་_[100]   _གསུམ་_100   _གསུམ་_100   _གསུམ་_100   _གསུམ་_100   _གསུམ་_100
_ལ་_[100]   _ལ་_100   _ལ་_100   _ལ་_100   _ལ་_100   _ལ་_100
_སྐྱབས་_[100]   _སྐྱབས་_100   _སྐྱབས་_100   _སྐྱབས་_100   _སྐྱབས་_100   _སྐྱབས་_100
_སུ་_[100]   _སུ་_100   _སུ་_100   _སུ་_100   _སུ་_100   _སུ་_100
_མཆི_[100]   _མཆི_100   _མཆི_100   _མཆི_100   _མཆི_100   _མཆི_100
_། །_[91]   _། ། །_58   _། །_91   _། །_91   _། །_91   _། །_91
_སངས་_[100]   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100
_རྒྱས་_[100]   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100
_བྱང་_[100]   _བྱང་_100   _བྱང་_100   _བྱང་_100   _བྱང་_100   _བྱང་_100
_ཆུབ་_[100]   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100
_ཡིད་_[100]   _ཡིད་_100   _ཡིད་_100   _ཡིད་_100   _ཡིད་_100   _ཡིད་_100
_ཀྱིས་_[100]   _ཀྱིས་_100   _ཀྱིས་_100   _ཀྱིས་_100   _ཀྱིས་_100   _ཀྱིས་_100
_གཟུང་_[100]   _གཟུང་_100   _གཟུང་_100   _གཟུང་_100   _གཟུང་_100   _གཟུང་_100
_། །_[75]   _། །_75   _། །_75   _༅། །_66   _༅། །_66   _༔། །_58
_བྱང་་་་\n_66   _བྱང་་་\n_58   _བྱང་་་་\n_66   _བྱང་\n_[75]   _བྱང་\n_75   _བྱང་\n_75
_ཆུབ་_[100]   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100
_སེམས་_[100]   _སེམས་_100   _སེམས་_100   _སེམས་_100   _སེམས་_100   _སེམས་_100
_ནི་_[100]   _ནི་_100   _ནི་_100   _ནི་_100   _ནི་_100   _ནི་_100
_བསྐྱེད་_[100]   _བསྐྱེད་_100   _བསྐྱེད་_100   _བསྐྱེད་_100   _བསྐྱེད་_100   _བསྐྱེད་_100
_པར་_[100]   _པར་_100   _པར་_100   _པར་_100   _པར་_100   _པར་_100
_བགྱི_[100]   _བགྱི_100   _བགྱི_100   _བགྱི_100   _བགྱི_100   _བགྱི_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_འགོ་_58   _འགྲོ་_[91]   _འགྲོ་_91   _འགྲོ་_91   _འགྲོ་_91   _འགྲོ་_91
_ལ་_[100]   _ལ་_100   _ལ་_100   _ལ་_100   _ལ་_100   _ལ་_100
_ཕན་_[100]   _ཕན་_100   _ཕན་_100   _ཕན་_100   _ཕན་_100   _ཕན་_100
_ཕྱིར་_[100]   _ཕྱིར་_100   _ཕྱིར་_100   _ཕྱིར་_100   _ཕྱིར་_100   _ཕྱིར་_100
_སངས་_[100]   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100
_རྒྱས་_[100]   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100
_ཤོག _[75]   _ཤོག _75   _ཤོག _75   _ཤོག\n_75   _ཤོག\n_75   _ཤོག\n_75
_།_[75]   _།_75   _།_75   __50   __50   __50
_ཇི་\n་་་_58   _ཇི་\n_[66]   _ཇི་\n_66   __50   __50   __50
_ལྟར་_[100]   _ལྟར་_100   _ལྟར་_100   _ལྟར་_100   _ལྟར་_100   _ལྟར་_100
_དུས་_[100]   _དུས་_100   _དུས་_100   _དུས་_100   _དུས་_100   _དུས་_100
_གསུམ་_[100]   _གསུམ་_100   _གསུམ་_100   _གསུམ་_100   _གསུམ་_100   _གསུམ་_100
_མགོན་_[100]   _མགོན་_100   _མགོན་_100   _མགོན་_100   _མགོན་_100   _མགོན་_100
_པོ་_[100]   _པོ་_100   _པོ་_100   _པོ་_100   _པོ་_100   _པོ་_100
_རྣམས_[100]   _རྣམས_100   _རྣམས_100   _རྣམས_100   _རྣམས_100   _རྣམས_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_བྱང་_[100]   _བྱང་_100   _བྱང་_100   _བྱང་_100   _བྱང་_100   _བྱང་_100
_ཆུབ་_[100]   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100
_ཏུ་_[100]   _ཏུ་_100   _ཏུ་_100   _ཏུ་_100   _ཏུ་_100   _ཏུ་_100
_ནི་_[100]   _ནི་_100   _ནི་_100   _ནི་_100   _ནི་_100   _ནི་_100
_ངེས་_[100]   _ངེས་_100   _ངེས་_100   _ངེས་_100   _ངེས་_100   _ངེས་_100
_མཛད་_[100]   _མཛད་_100   _མཛད་_100   _མཛད་_100   _མཛད་_100   _མཛད་_100
_པའི_[100]   _པའི_100   _པའི_100   _པའི_100   _པའི_100   _པའི_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_བྱང་་་\n_[91]   _བྱང་་་\n_91   _བྱང་་་\n_91   _བྱང་་་\n_91   _བྱང་་་\n_91   _བྱང་\n_58
_ཆུབ་_[100]   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100   _ཆུབ་_100
_སེམས་_[100]   _སེམས་_100   _སེམས་_100   _སེམས་_100   _སེམས་_100   _སེམས་_100
_ནི་_[100]   _ནི་_100   _ནི་_100   _ནི་_100   _ནི་_100   _ནི་_100
_བླ་_[100]   _བླ་_100   _བླ་_100   _བླ་_100   _བླ་_100   _བླ་_100
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_མེད_[100]   _མེད_100   _མེད_100   _མེད_100   _མེད_100   _མེད_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_དམ་_[100]   _དམ་_100   _དམ་_100   _དམ་_100   _དམ་_100   _དམ་_100
_པ་_[100]   _པ་_100   _པ་_100   _པ་_100   _པ་_100   _པ་_100
_བདག་_[100]   _བདག་_100   _བདག་_100   _བདག་_100   _བདག་_100   _བདག་_100
_གིས་_[100]   _གིས་_100   _གིས་_100   _གིས་_100   _གིས་_100   _གིས་_100
_བསྐྱེད་_[100]   _བསྐྱེད་_100   _བསྐྱེད་_100   _བསྐྱེད་_100   _བསྐྱེད་_100   _བསྐྱེད་_100
_པར་_[100]   _པར་_100   _པར་_100   _པར་_100   _པར་_100   _པར་_100
_བགྱི_[100]   _བགྱི_100   _བགྱི_100   _བགྱི_100   _བགྱི_100   _བགྱི_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_སངས་_[100]   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100
_རྒྱས་\n_[100]   _རྒྱས་\n_100   _རྒྱས་\n_100   _རྒྱས་\n_100   _རྒྱས་\n_100   _རྒྱས་\n_100
_རྣལ་_[100]   _རྣལ་_100   _རྣལ་_100   _རྣལ་_100   _རྣལ་_100   _རྣལ་_100
_འབྱོར་_[100]   _འབྱོར་_100   _འབྱོར་_100   _འབྱོར་_100   _འབྱོར་_100   _འབྱོར་_100
_སྡོམ་_[100]   _སྡོམ་_100   _སྡོམ་_100   _སྡོམ་_100   _སྡོམ་_100   _སྡོམ་_100
_པ་_[100]   _པ་_100   _པ་_100   _པ་_100   _པ་_100   _པ་_100
_ལ_[100]   _ལ_100   _ལ_100   _ལ_100   _ལ_100   _ལ_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_སྡོམ་_[100]   _སྡོམ་_100   _སྡོམ་_100   _སྡོམ་_100   _སྡོམ་_100   _སྡོམ་_100
_པ་_[100]   _པ་_100   _པ་_100   _པ་_100   _པ་_100   _པ་_100
_ཡི་_[100]   _ཡི་_100   _ཡི་_100   _ཡི་_100   _ཡི་_100   _ཡི་_100
_ནི་_[100]   _ནི་_100   _ནི་_100   _ནི་_100   _ནི་_100   _ནི་_100
_ཚུལ་_[100]   _ཚུལ་_100   _ཚུལ་_100   _ཚུལ་_100   _ཚུལ་_100   _ཚུལ་_100
_ཁྲིམས་_[100]   _ཁྲིམས་_100   _ཁྲིམས་_100   _ཁྲིམས་_100   _ཁྲིམས་_100   _ཁྲིམས་_100
_དང་_[100]   _དང་_100   _དང་_100   _དང་_100   _དང་_100   _དང་_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_དགེ་_[100]   _དགེ་_100   _དགེ་_100   _དགེ་_100   _དགེ་_100   _དགེ་_100
_བའི་_[100]   _བའི་_100   _བའི་_100   _བའི་_100   _བའི་_100   _བའི་_100
_ཆོས་_[100]   _ཆོས་_100   _ཆོས་_100   _ཆོས་_100   _ཆོས་_100   _ཆོས་_100
_ནི་\n་་_58   _ནི་\n_58   _ནི་་་\n_[83]   _ནི་་་\n_83   _ནི་་་\n_83   _ནི་་་\n_83
_སྡུད་_[100]   _སྡུད་_100   _སྡུད་_100   _སྡུད་_100   _སྡུད་_100   _སྡུད་_100
_པ་_[100]   _པ་_100   _པ་_100   _པ་_100   _པ་_100   _པ་_100
_དང་_[100]   _དང་_100   _དང་_100   _དང་_100   _དང་_100   _དང་_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_སེམས་_[100]   _སེམས་_100   _སེམས་_100   _སེམས་_100   _སེམས་_100   _སེམས་_100
_ཅན་_[100]   _ཅན་_100   _ཅན་_100   _ཅན་_100   _ཅན་_100   _ཅན་_100
_དོན་_[100]   _དོན་_100   _དོན་_100   _དོན་_100   _དོན་_100   _དོན་_100
_བྱེད་_[100]   _བྱེད་_100   _བྱེད་_100   _བྱེད་_100   _བྱེད་_100   _བྱེད་_100
_ཚུལ་_[100]   _ཚུལ་_100   _ཚུལ་_100   _ཚུལ་_100   _ཚུལ་_100   _ཚུལ་_100
_ཁྲིམས་_[100]   _ཁྲིམས་_100   _ཁྲིམས་_100   _ཁྲིམས་_100   _ཁྲིམས་_100   _ཁྲིམས་_100
_གསུམ_[100]   _གསུམ_100   _གསུམ_100   _གསུམ_100   _གསུམ_100   _གསུམ_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_བདག་_[100]   _བདག་_100   _བདག་_100   _བདག་_100   _བདག་_100   _བདག་_100
_གིས་_[100]   _གིས་_100   _གིས་_100   _གིས་_100   _གིས་_100   _གིས་_100
_བརྟན་\n_[100]   _བརྟན་\n_100   _བརྟན་\n_100   _བརྟན་\n_100   _བརྟན་\n_100   _བརྟན་\n_100
_པོར་_[100]   _པོར་_100   _པོར་_100   _པོར་_100   _པོར་_100   _པོར་_100
_གཟུང་_[100]   _གཟུང་_100   _གཟུང་_100   _གཟུང་_100   _གཟུང་_100   _གཟུང་_100
_བར་_[100]   _བར་_100   _བར་_100   _བར་_100   _བར་_100   _བར་_100
_བགྱི_[100]   _བགྱི_100   _བགྱི_100   _བགྱི_100   _བགྱི_100   _བགྱི_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_སངས་_[100]   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100
_རྒྱས་_[100]   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100
_རྣལ་_[100]   _རྣལ་_100   _རྣལ་_100   _རྣལ་_100   _རྣལ་_100   _རྣལ་_100
_འབྱོར་_[100]   _འབྱོར་_100   _འབྱོར་_100   _འབྱོར་_100   _འབྱོར་_100   _འབྱོར་_100
_སྡོམ་_[100]   _སྡོམ་_100   _སྡོམ་_100   _སྡོམ་_100   _སྡོམ་_100   _སྡོམ་_100
_པ་_[100]   _པ་_100   _པ་_100   _པ་_100   _པ་_100   _པ་_100
_ལ_[100]   _ལ_100   _ལ_100   _ལ_100   _ལ_100   _ལ_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_སངས་_[100]   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100
_རྒྱས་\n_[100]   _རྒྱས་\n_100   _རྒྱས་\n_100   _རྒྱས་\n_100   _རྒྱས་\n_100   _རྒྱས་\n_100
_ཆོས་_[100]   _ཆོས་_100   _ཆོས་_100   _ཆོས་_100   _ཆོས་_100   _ཆོས་_100
_དང་_[100]   _དང་_100   _དང་_100   _དང་_100   _དང་_100   _དང་_100
_དགེ་_[100]   _དགེ་_100   _དགེ་_100   _དགེ་_100   _དགེ་_100   _དགེ་_100
_འདུན་_[100]   _འདུན་_100   _འདུན་_100   _འདུན་_100   _འདུན་_100   _འདུན་_100
_ལ_[91]   _ལས_58   _ལ_91   _ལ_91   _ལ_91   _ལ_91
_། །_[83]   _། ། །_58   _། །_83   _། །_83   _། །_83   _༔། ། _58
_བླ་_[100]   _བླ་_100   _བླ་_100   _བླ་_100   _བླ་_100   _བླ་_100
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_མེད་_[100]   _མེད་_100   _མེད་_100   _མེད་_100   _མེད་_100   _མེད་_100
_པའི་_[100]   _པའི་_100   _པའི་_100   _པའི་_100   _པའི་_100   _པའི་_100
_དཀོན་_[100]   _དཀོན་_100   _དཀོན་_100   _དཀོན་_100   _དཀོན་_100   _དཀོན་_100
_མཆོག་_[100]   _མཆོག་_100   _མཆོག་_100   _མཆོག་_100   _མཆོག་_100   _མཆོག་_100
_གསུམ_[100]   _གསུམ_100   _གསུམ_100   _གསུམ_100   _གསུམ_100   _གསུམ_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_དེང་\n་_58   _དེང་\n_[75]   _དེང་་\n_66   _དེང་\n_75   _དེང་\n_75   _དེང་་\n_66
_ནས་_66   _ནས་_66   _ནས_[75]   _ནས_75   _ནས_75   __16
__50   __50   _༐༐_58   _༑_[66]   _༑_66   __50
_བརྩམས་_[91]   _བརྩམས་_91   _བརྩམས་_91   _བརྩམས་_91   _བརྩམས་_91   __16
_ཏེ་_[91]   _ཏེ་_91   _ཏེ་_91   _ཏེ་_91   _ཏེ་_91   _ནསབརྩམས་_40
_།_58   __[66]   __66   __66   __66   _ཏེ་_58
_གཟུང་_[100]   _གཟུང་_100   _གཟུང་_100   _གཟུང་_100   _གཟུང་_100   _གཟུང་_100
_བར་_[100]   _བར་_100   _བར་_100   _བར་_100   _བར་_100   _བར་_100
_བགྱི_[100]   _བགྱི_100   _བགྱི_100   _བགྱི_100   _བགྱི_100   _བགྱི_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_རྡོ་_[100]   _རྡོ་_100   _རྡོ་_100   _རྡོ་_100   _རྡོ་_100   _རྡོ་_100
_རྗེ་_[100]   _རྗེ་_100   _རྗེ་_100   _རྗེ་_100   _རྗེ་_100   _རྗེ་_100
_རིགས་_[100]   _རིགས་_100   _རིགས་_100   _རིགས་_100   _རིགས་_100   _རིགས་_100
_མཆོག་_[100]   _མཆོག་_100   _མཆོག་_100   _མཆོག་_100   _མཆོག་_100   _མཆོག་_100
_ཆེན་_[100]   _ཆེན་_100   _ཆེན་_100   _ཆེན་_100   _ཆེན་_100   _ཆེན་_100
_པོ་_[100]   _པོ་_100   _པོ་_100   _པོ་_100   _པོ་_100   _པོ་_100
_ལ_[100]   _ལ_100   _ལ_100   _ལ_100   _ལ_100   _ལ_100
_། །_[91]   _། ། །_58   _། །_91   _། །_91   _། །_91   _། །_91
_རྡོ་_[100]   _རྡོ་_100   _རྡོ་_100   _རྡོ་_100   _རྡོ་_100   _རྡོ་_100
_རྗེ་་\n_[100]   _རྗེ་་\n_100   _རྗེ་་\n_100   _རྗེ་་\n_100   _རྗེ་་\n_100   _རྗེ་་\n_100
_དྲིལ་_[100]   _དྲིལ་_100   _དྲིལ་_100   _དྲིལ་_100   _དྲིལ་_100   _དྲིལ་_100
_བུ་_[100]   _བུ་_100   _བུ་_100   _བུ་_100   _བུ་_100   _བུ་_100
_ཕྱག་_[100]   _ཕྱག་_100   _ཕྱག་_100   _ཕྱག་_100   _ཕྱག་_100   _ཕྱག་_100
_རྒྱ་_[100]   _རྒྱ་_100   _རྒྱ་_100   _རྒྱ་_100   _རྒྱ་_100   _རྒྱ་_100
_དང་_[100]   _དང་_100   _དང་_100   _དང་_100   _དང་_100   _དང་_100
_། །_[100]   _། །_100   _། །_100   _། །_100   _། །_100   _། །_100
_རྡོ་_[100]   _རྡོ་_100   _རྡོ་_100   _རྡོ་_100   _རྡོ་_100   _རྡོ་_100
_རྗེ་_[100]   _རྗེ་_100   _རྗེ་_100   _རྗེ་_100   _རྗེ་_100   _རྗེ་_100
_སློབ་_[100]   _སློབ་_100   _སློབ་_100   _སློབ་_100   _སློབ་_100   _སློབ་_100
_དཔོན་_[100]   _དཔོན་_100   _དཔོན་_100   _དཔོན་_100   _དཔོན་_100   _དཔོན་_100
_དམ་_[100]   _དམ་_100   _དམ་_100   _དམ་_100   _དམ་_100   _དམ་_100
_པ་_[100]   _པ་_100   _པ་_100   _པ་_100   _པ་_100   _པ་_100
